总里程,业务类型,需求类型1,需求类型2,线路编码,是否续签,始发网点,目的网点,交易成功时长,成交对象,车辆长度,车辆吨位,标的展示策略,打包类型,运输等级,调价类型,调价紧急程度,始发地省份名称,目的地省份名称,车辆类型分类,交易对象,地区类型,地区,需求紧急程度,计划靠车前可用分钟数,计划发车前可用分钟数,计划到达前行驶分钟数,计划卸货分钟数,交易运行分钟数,实际靠车前可用分钟数,实际发车前可用分钟数,实际结束前分钟数,调价审核分钟数,线路指导价（不含税）
45.0,速运,普通,计划,85,已分拨续签,18,17,1371,B,5.2,3.0,DIR,单边,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,56673.0,56703.0,55.0,17.0,1509.55,56390.15,56648.1,13.2,0.05,284
144.0,重货,普通,临时,91,非续签,19,10,269,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,紧急订单,438.0,828.0,146.0,85.0,435.0,225.65,577.533333,289.933333,0.25,1019
2544.0,速运,普通,计划,69,已分拨续签,12,20,1426,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,46506.0,46566.0,2790.0,66.0,1454.683333,46365.016667,46574.233333,23.683333,0.033333,12004
54.9,重货,普通,计划,16,非续签,4,3,1309,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,37039.0,37179.0,85.0,28.0,6930.0,37032.85,37171.05,19.766667,0.933333,394
46.82,重货,普通,计划,5,非续签,4,2,1143,B,7.6,7.0,BDC,周期流向,三级运输,未调整,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,41808.0,42348.0,90.0,23.0,1424.0,41675.166667,41890.183333,717.0,0.133333,541
2544.0,速运,普通,计划,63,已分拨续签,12,20,1809,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,30453.0,30513.0,2750.0,66.0,1033.466667,29699.083333,29855.083333,25.733333,0.05,11457
54.9,重货,普通,计划,15,非续签,4,3,2827,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,48307.0,48457.0,85.0,28.0,1235.0,47939.75,48193.65,300.75,0.166667,396
46.82,重货,普通,临时,13,非续签,4,3,261,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,5758.0,6178.0,90.0,28.0,1048.4,5726.2,6025.3,495.533333,0.266667,560
144.0,重货,普通,计划,91,已分拨续签,19,10,1092,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,43666.0,43726.0,146.0,85.0,1788.066667,42948.283333,43006.033333,307.583333,0.033333,835
45.0,速运,普通,计划,85,非续签,18,17,5,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,4739.0,4769.0,55.0,41.0,3264.0,4547.35,4619.65,0.933333,0.533333,282
45.0,速运,普通,计划,85,已分拨续签,18,17,212,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48067.0,48097.0,55.0,17.0,2668.5,47948.033333,48030.216667,7.2,241.85,284
144.0,重货,普通,计划,91,已分拨续签,19,10,1943,B,9.6,14.0,DIR,单边,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26435.0,26495.0,146.0,85.0,936.5,26187.016667,26306.416667,202.6,0.016667,835
2544.0,速运,普通,临时,59,非续签,12,20,377,C,15.0,30.0,DIR,单边,一级运输,调高,紧急,陕西省,新疆维吾尔自治区,厢式运输车,C,分拨区,4,紧急订单,673.0,733.0,2690.0,66.0,14.866667,380.1,642.866667,298.033333,0.033333,12004
54.9,重货,普通,计划,16,非续签,4,3,2644,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,11504.0,11584.0,100.0,28.0,1361.0,11212.216667,11264.35,329.5,4.416667,403
45.0,速运,普通,计划,90,已分拨续签,18,17,1601,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,39158.0,39188.0,60.0,17.0,1278.9,39063.866667,39188.366667,3.8,0.066667,284
54.9,重货,普通,计划,15,非续签,4,3,1313,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,51080.0,51200.0,85.0,28.0,6627.0,50769.85,51188.3,468.75,0.25,394
33.0,速运,普通,计划,26,已分拨续签,5,9,356,B,4.2,1.5,DIR,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,27738.0,27853.0,60.0,12.0,2524.983333,27659.65,27855.366667,2.833333,0.033333,127
45.0,速运,普通,计划,86,已分拨续签,18,17,924,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,36899.0,36929.0,60.0,17.0,1956.833333,36828.166667,36927.583333,3.55,0.033333,280
241.0,重货,区域发运,计划,81,已分拨续签,15,16,38,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,28044.0,28284.0,225.0,41.0,2843.0,27940.216667,28042.15,4.366667,0.05,1145
144.0,重货,普通,计划,91,非续签,19,10,16,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,9416.0,9476.0,146.0,85.0,5081.0,9114.65,9268.95,157.05,2.133333,835
45.0,速运,普通,计划,85,已分拨续签,18,17,124,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,55152.0,55182.0,55.0,17.0,2755.716667,55045.1,55171.583333,20.883333,0.033333,284
36.0,速运,普通,计划,42,非续签,6,9,1,C,4.2,1.5,BDC,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,22025.0,22055.0,60.0,12.0,14964.0,21987.616667,22040.016667,4.2,0.3,190
45.0,速运,普通,计划,86,已分拨续签,18,17,924,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26820.0,26850.0,60.0,17.0,1956.483333,26632.566667,26848.016667,4.066667,0.033333,280
54.9,重货,普通,计划,2,非续签,4,1,1317,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,33866.0,33926.0,90.0,46.0,6569.0,33666.016667,33919.383333,1612.733333,0.95,394
241.0,重货,普通,计划,83,非续签,15,16,39358,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,2263.0,2383.0,225.0,41.0,1000.0,1984.85,2377.183333,4.3,0.366667,1051
54.9,重货,普通,计划,15,非续签,4,3,1,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,38223.0,38343.0,85.0,28.0,6902.0,38088.483333,38232.65,3618.75,0.55,394
45.0,速运,普通,计划,90,已分拨续签,18,17,17,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19101.0,19131.0,60.0,17.0,2863.516667,18952.083333,19088.8,3.266667,94.35,284
241.0,速运,普通,计划,72,非续签,14,16,24,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,9737.0,10487.0,230.0,41.0,3173.0,9637.6,9796.583333,3.966667,0.583333,1298
55.22,重货,普通,计划,8,非续签,4,2,4784,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,21320.0,21355.0,95.0,49.0,1109.0,21108.45,21205.533333,188.033333,64.033333,405
144.0,重货,普通,计划,91,已分拨续签,19,10,938,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,39333.0,39403.0,146.0,85.0,1942.983333,38530.633333,38644.433333,342.466667,0.033333,835
241.0,重货,区域发运,计划,83,已分拨续签,15,16,54,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,21281.0,21401.0,225.0,41.0,2826.3,21094.866667,21272.816667,3.916667,0.233333,1032
45.0,速运,普通,计划,87,已分拨续签,18,17,1543,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,40374.0,40414.0,63.0,17.0,1337.383333,40209.283333,40413.7,2.683333,0.05,284
45.0,速运,普通,计划,86,已分拨续签,18,17,158,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,特急订单,30949.0,30979.0,60.0,17.0,2722.7,30741.25,30846.216667,3.033333,0.033333,257
45.0,速运,普通,计划,85,已分拨续签,18,17,932,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,49768.0,49798.0,55.0,17.0,1948.383333,49567.366667,49747.35,6.733333,0.05,280
45.0,速运,普通,计划,85,已分拨续签,18,17,159,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26541.0,26571.0,55.0,17.0,2720.833333,26342.533333,26534.1,1.816667,0.1,257
45.0,速运,普通,计划,85,已分拨续签,18,17,162,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27985.0,28015.0,55.0,17.0,2719.25,27930.3,28012.466667,1.5,0.033333,257
54.9,重货,普通,计划,3,非续签,4,1,1470,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,21596.0,21736.0,115.0,46.0,10047.0,21508.066667,21639.716667,146.15,0.166667,394
36.0,速运,普通,计划,38,已分拨续签,6,9,471,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,43186.0,43206.0,60.0,12.0,2409.25,43151.683333,43206.666667,2.666667,0.016667,165
45.0,速运,普通,计划,87,已分拨续签,18,17,152,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,59305.0,59345.0,65.0,17.0,2729.216667,59114.083333,59319.4,1.683333,0.033333,257
54.9,重货,普通,计划,16,非续签,4,3,2646,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,20084.0,20224.0,100.0,28.0,1359.0,19781.716667,19826.966667,109.083333,5.6,403
241.0,重货,区域发运,计划,83,已分拨续签,15,16,1487,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,28801.0,28861.0,225.0,54.0,1393.6,28373.883333,28714.55,5.583333,0.05,1092
54.9,重货,普通,计划,17,已分拨续签,4,3,70,B,7.6,7.0,DIR,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,22933.0,23173.0,85.0,28.0,2810.9,22840.766667,23074.4,55.433333,0.033333,432
144.0,重货,普通,计划,91,非续签,19,10,1090,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,29655.0,29715.0,146.0,41.0,736.0,29492.516667,29501.25,604.35,126.883333,609
45.0,速运,普通,计划,86,已分拨续签,18,17,734,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,40918.0,40948.0,60.0,41.0,2146.45,40835.05,40902.25,2.533333,0.033333,284
241.0,重货,普通,临时,81,非续签,15,16,103,C,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,218.0,288.0,225.0,41.0,115.0,258.9,289.983333,1.966667,0.066667,1061
36.0,速运,普通,计划,36,已分拨续签,6,9,471,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,32861.0,32876.0,60.0,12.0,2409.966667,32797.283333,32877.7,4.6,0.033333,165
241.0,速运,普通,计划,79,已分拨续签,14,16,188,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,28607.0,28667.0,214.0,41.0,2693.3,28512.616667,28669.4,3.466667,0.05,984
55.22,重货,普通,计划,8,非续签,4,2,1,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,11017.0,11157.0,95.0,54.0,996.0,10878.833333,11088.85,63.516667,0.133333,395
144.0,重货,普通,临时,93,非续签,19,10,57,B,9.6,14.0,BDC,单边,二级运输,未调整,常规,广东省,广东省,厢式运输车,BC,分拨区,3,常规订单,766.0,1066.0,150.0,85.0,760.0,704.0,866.883333,122.0,50.966667,1022
241.0,速运,普通,计划,74,已分拨续签,14,16,254,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,29516.0,29586.0,213.0,48.0,2626.166667,29346.033333,29591.116667,2.583333,0.183333,999
144.0,重货,普通,计划,91,已分拨续签,19,10,2665,C,9.6,14.0,DIR,单边,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,12121.0,12181.0,146.0,85.0,215.133333,11669.75,11983.316667,267.866667,0.066667,835
144.0,重货,普通,计划,91,已分拨续签,19,10,48,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,45294.0,45324.0,146.0,85.0,2832.25,44481.45,44878.716667,352.466667,0.05,835
54.9,重货,普通,计划,17,已分拨续签,4,3,58,B,7.6,7.0,DIR,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,51840.0,52080.0,85.0,28.0,2822.233333,51725.083333,51984.733333,49.6,0.033333,430
241.0,重货,普通,计划,81,已分拨续签,15,16,1412,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,37786.0,38146.0,225.0,41.0,1468.65,37690.116667,38065.4,6.833333,0.133333,1279
54.9,重货,普通,计划,15,非续签,4,3,2,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,22237.0,22297.0,85.0,28.0,996.0,21834.7,22096.65,581.833333,0.116667,394
37.0,重货,普通,计划,44,非续签,6,10,1694,C,4.2,1.5,BDC,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,13450.0,13480.0,50.0,55.0,8877.0,13474.266667,13488.4,207.7,0.283333,205
45.0,速运,普通,计划,85,已分拨续签,18,17,10101,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,6242.0,6272.0,55.0,41.0,3325.0,6062.75,6192.916667,7.35,0.883333,284
54.9,重货,普通,计划,16,非续签,4,3,1798,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,9613.0,9693.0,85.0,28.0,2213.0,8915.883333,9639.65,69.483333,1.266667,368
241.0,重货,普通,计划,83,非续签,15,16,37,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,5542.0,5782.0,225.0,41.0,2204.0,5243.066667,5754.6,15.05,0.866667,1186
54.9,重货,普通,计划,2,非续签,4,1,1600,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,36777.0,36812.0,80.0,14.0,1051.0,36377.166667,36807.8,68.683333,26.016667,403
144.0,重货,普通,计划,92,已分拨续签,19,10,18,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,41139.0,41199.0,150.0,205.0,2862.483333,40509.55,41187.583333,70.866667,0.066667,818
36.0,速运,普通,计划,43,非续签,6,9,750,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,21881.0,21911.0,50.0,12.0,11051.0,21871.1,21899.216667,1.45,0.3,165
45.0,速运,普通,计划,88,已分拨续签,18,17,713,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,52076.0,52106.0,60.0,41.0,2167.85,51926.683333,52070.55,4.0,2896.366667,284
241.0,重货,普通,计划,81,非续签,15,16,154,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,19253.0,19673.0,225.0,41.0,379.0,19122.75,19206.483333,2.8,1.133333,1356
54.91,重货,普通,计划,7,非续签,4,2,1598,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,39453.0,39633.0,48.0,54.0,1050.0,39245.833333,39630.616667,35.1,3.266667,403
33.0,速运,普通,计划,23,已分拨续签,5,9,54,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,56090.0,56120.0,70.0,12.0,2825.7,56055.6,56109.666667,0.2,0.133333,111
144.0,重货,普通,计划,91,已分拨续签,19,10,50,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,18235.0,18295.0,146.0,85.0,2830.45,17889.616667,17958.916667,354.8,0.033333,835
55.22,重货,普通,计划,8,非续签,4,2,1315,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,41361.0,41501.0,95.0,54.0,6866.0,40873.033333,41446.0,184.466667,1.283333,396
241.0,速运,普通,计划,74,已分拨续签,14,16,5,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,27912.0,27982.0,220.0,41.0,2874.866667,27753.566667,27986.3,4.083333,0.033333,1181
45.0,速运,普通,计划,88,已分拨续签,18,17,343,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48051.0,48081.0,60.0,17.0,2536.783333,47892.916667,48075.683333,1.266667,0.016667,280
45.0,速运,普通,计划,86,已分拨续签,18,17,745,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16437.0,16467.0,60.0,41.0,2135.233333,16359.5,16404.083333,3.316667,0.016667,284
144.0,重货,普通,计划,93,已分拨续签,19,10,898,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,31045.0,31165.0,150.0,85.0,1982.05,30921.083333,31164.933333,186.5,1486.683333,759
45.0,速运,普通,计划,86,已分拨续签,18,17,365,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,13859.0,13889.0,60.0,17.0,2515.083333,13763.466667,13890.35,1.983333,0.033333,280
144.0,重货,普通,计划,91,已分拨续签,19,10,941,B,9.6,14.0,DIR,单边,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,49427.0,49487.0,146.0,85.0,1939.0,49286.083333,49369.583333,199.316667,0.033333,1022
144.0,重货,普通,计划,91,已分拨续签,19,10,1114,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,49612.0,49642.0,146.0,85.0,1766.65,48761.583333,48840.033333,599.333333,0.05,835
45.0,速运,普通,计划,87,已分拨续签,18,17,152,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27625.0,27665.0,65.0,17.0,2729.216667,27531.6,27666.416667,0.933333,0.033333,257
54.9,重货,普通,计划,2,非续签,4,1,1,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,16657.0,16747.0,90.0,46.0,6906.0,16306.483333,16729.733333,423.933333,0.333333,394
33.0,速运,普通,计划,26,已分拨续签,5,9,16,B,4.2,1.5,DIR,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,38798.0,38913.0,60.0,12.0,2864.233333,38724.583333,38903.933333,0.716667,0.016667,127
45.0,速运,普通,计划,86,已分拨续签,18,17,1460,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,53889.0,53919.0,60.0,17.0,1420.616667,53488.05,53479.883333,0.1,0.033333,257
