Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.77,10.0,5.0,1026.0,3.99,14.01,50.0,18.0,2,Yes,Yes,Yes,No,Brass,Airways,6,2019,4,Wealthy,AR,10597361.78644174,6.033110202326614
0.73,18.0,6.0,1041.0,6.34,17.46,108.0,23.8,0,No,No,No,No,Bronze,Roadways,5,2019,4,Working Class,ME,10597513.006441738,6.045810676848095
0.46,16.0,7.0,786.0,6.73,14.0,112.0,20.73,-4,No,No,Yes,Yes,Clay,Waterways,7,2018,1,Working Class,NY,10597741.63355826,5.447771319716375
0.68,12.0,6.0,785.0,6.11,13.57,72.0,19.68,3,No,Yes,Yes,Yes,Clay,Airways,2,2017,3,Wealthy,RI,10597806.226441741,6.174348445758112
0.78,27.0,9.0,1042.0,6.55,16.08,243.0,22.63,0,No,Yes,No,No,Aluminium,Roadways,3,2019,6,Working Class,DC,10597921.226441737,6.36211389267358
0.13,28.0,11.0,1043.0,6.48,10.54,308.0,17.02,0,No,No,No,No,Aluminium,Waterways,7,2016,2,Wealthy,TN,10598018.77355826,4.856395721429257
0.63,21.766204081632655,9.617647058823529,1046.0,5.94,11.89,209.33966866746698,17.830000000000002,1,No,No,No,Yes,Brass,Roadways,7,2017,5,Working Class,OH,10598090.10644174,5.569450761860909
0.96,14.0,6.0,993.0,10.89,23.44,84.0,34.33,0,Yes,Yes,Yes,No,Bronze,Airways,5,2019,0,Working Class,NY,10598107.10644174,6.587191823960344
0.18,10.0,4.0,783.0,5.8,22.68,40.0,28.48,0,No,Yes,Yes,No,Brass,Roadways,10,2015,5,Wealthy,MD,10598223.55355826,5.46234765336974
0.87,10.0,4.0,814.0,3.04,10.54,40.0,13.579999999999998,-3,Yes,No,No,No,Brass,Airways,10,2016,5,Wealthy,IA,10598422.346441738,5.57412926642933
0.7,16.0,7.0,1046.0,6.65,15.85,112.0,22.5,0,Yes,Yes,No,Yes,Clay,Roadways,9,2017,4,Working Class,NM,10598517.666441739,6.231425883348352
0.13,28.0,13.0,782.0,5.62,21.94,364.0,27.560000000000002,3,No,No,Yes,No,Wood,Waterways,3,2017,3,Wealthy,SD,10598570.033558263,5.2953630067216
0.74,8.0,5.0,1038.0,7.82,21.47,40.0,29.29,1,No,No,No,No,Brass,Roadways,9,2016,1,Wealthy,MI,10598714.80644174,6.329863497851471
0.5,16.0,7.0,1050.0,5.64,22.14,112.0,27.78,-2,No,No,Yes,Yes,Clay,Roadways,12,2016,3,Working Class,ME,10598717.44644174,5.701747071294131
0.01,13.0,6.0,804.0,3.46,13.58,78.0,17.04,2,No,No,No,Yes,Clay,Roadways,10,2016,4,Working Class,DE,10598739.03355826,4.804348859848469
0.22,8.0,4.0,788.0,4.22,24.47,32.0,28.689999999999998,-2,No,No,No,No,Brass,Roadways,3,2016,2,Working Class,NH,10599006.25355826,5.194067345174237
0.56,12.0,8.0,797.0,3.47,18.87,96.0,22.34,0,No,No,Yes,Yes,Clay,Roadways,3,2018,5,Working Class,AL,10599101.846441738,5.622897745915737
0.68,26.0,12.0,780.0,5.1,15.34,312.0,20.439999999999998,-4,No,No,No,No,Wood,Waterways,3,2016,6,Working Class,VA,10599114.08644174,5.731916313899973
0.93,30.0,10.0,1016.0,9.89,13.29,300.0,23.18,4,Yes,No,No,No,Brass,Waterways,11,2017,4,Working Class,FL,10599155.30644174,8.05370588474879
0.5,17.0,9.617647058823529,1054.0,6.21,17.09,163.5,23.3,-2,Yes,Yes,No,No,Aluminium,Airways,4,2018,6,Working Class,AP,10599434.30644174,5.690089147524199
0.71,47.0,13.0,1030.0,3.34,24.92,611.0,28.26,-2,No,No,Yes,No,Wood,Roadways,9,2016,4,Working Class,ND,10599460.266441738,6.597009266931805
0.75,34.0,17.0,778.0,6.73,22.48,578.0,29.21,-1,No,No,No,No,Wood,Roadways,4,2015,5,Working Class,IA,10599576.586441739,6.58604750921789
0.22,13.0,9.617647058823529,1052.0,5.16,16.45,125.02941176470588,21.61,0,Yes,No,No,No,Bronze,Waterways,10,2015,4,Working Class,GA,10599618.293558262,5.121460849185141
0.68,13.0,8.0,775.0,5.56,19.03,104.0,24.59,1,Yes,No,No,Yes,Clay,Roadways,11,2018,5,Working Class,WV,10599722.046441738,6.036127157014171
0.49,16.0,8.0,773.0,5.77,18.65,128.0,24.419999999999998,-4,Yes,No,Yes,No,Brass,Airways,8,2019,5,Working Class,CT,10599810.906441737,5.578332623938786
0.61,15.0,6.0,778.0,4.71,15.3,90.0,20.01,-4,Yes,Yes,No,Yes,Clay,Airways,8,2015,5,Working Class,CO,10599858.04644174,5.632787600498577
0.11,21.766204081632655,6.0,1032.0,3.34,12.06,130.59722448979593,15.4,0,No,No,No,Yes,Brass,Roadways,7,2016,4,Working Class,NY,10599947.853558261,4.768733569853457
0.4618504347826087,16.0,8.0,774.0,5.03,23.93,128.0,28.96,1,No,No,No,Yes,Clay,Roadways,8,2017,5,Working Class,AK,10600078.558274783,5.927299289632195
0.56,23.0,15.0,774.0,6.89,22.78,345.0,29.67,0,Yes,No,Yes,No,Wood,Roadways,5,2019,3,Working Class,KS,10600195.666441739,6.2887132134289745
0.08,15.0,7.0,783.0,4.13,21.46,105.0,25.59,0,No,No,Yes,Yes,Clay,Roadways,3,2015,2,Working Class,RI,10600367.513558261,5.121997761949716
0.51,17.0,8.0,770.0,5.84,20.28,136.0,26.12,-1,No,No,Yes,No,Aluminium,Roadways,8,2015,0,Working Class,DC,10600439.94644174,5.640736172938566
0.4618504347826087,29.0,14.0,770.0,5.55,13.52,406.0,19.07,-2,Yes,Yes,Yes,No,Wood,Airways,1,2017,0,Working Class,MI,10600493.418274783,6.863374877501403
0.52,16.0,8.0,783.0,3.78,20.58,128.0,24.36,1,Yes,No,No,Yes,Clay,Waterways,7,2017,4,Working Class,ID,10600607.986441739,5.621306252831962
0.67,20.0,12.0,1060.0,5.77,14.67,240.0,20.439999999999998,4,No,No,Yes,No,Brass,Roadways,8,2016,0,Wealthy,VT,10600742.76644174,6.103430697442801
0.9,21.766204081632655,12.0,773.0,6.76,12.77,261.19444897959187,19.53,0,No,No,No,No,Wood,Roadways,1,2015,1,Working Class,LA,10600967.846441738,6.565490296760064
0.8,9.0,4.0,785.0,3.67,24.03,36.0,27.700000000000003,-3,No,No,No,No,Brass,Roadways,2,2018,1,Working Class,MD,10601003.946441738,5.755963708042546
0.79,33.0,17.0,775.0,4.55,24.48,561.0,29.03,1,No,No,Yes,No,Wood,Roadways,7,2016,5,Working Class,VA,10601025.166441739,6.847060029671639
0.22,8.0,5.0,1063.0,6.45,10.04,40.0,16.49,1,Yes,Yes,Yes,No,Brass,Roadways,2,2017,1,Wealthy,AE,10601457.433558261,5.476672735072112
0.41,7.0,9.617647058823529,767.0,6.83,22.62,67.3235294117647,29.450000000000003,-4,No,No,Yes,No,Brass,Roadways,5,2018,3,Working Class,RI,10601544.87355826,5.422789094058876
0.29,21.766204081632655,9.0,766.0,6.46,24.27,195.8958367346939,30.73,-2,No,Yes,No,No,Brass,Airways,5,2017,2,Working Class,ND,10601565.673558261,5.338835314850925
0.94,21.766204081632655,9.0,791.0,3.23,19.63,195.8958367346939,22.86,-1,No,Yes,No,No,Aluminium,Roadways,8,2015,1,Wealthy,IL,10601594.22644174,6.811926964969463
0.93,23.0,10.0,1044.0,3.41,17.34,230.0,20.75,4,No,Yes,No,No,Aluminium,Roadways,5,2015,5,Wealthy,AP,10602085.326441739,6.664740598025515
0.86,23.0,10.0,1047.0,3.51,14.03,230.0,17.54,0,Yes,No,No,No,Aluminium,Roadways,6,2018,1,Working Class,TX,10602137.046441738,6.208368673632172
0.79,21.766204081632655,7.0,771.0,4.14,15.76,152.36342857142859,19.9,-4,No,No,Yes,Yes,Clay,Roadways,5,2018,4,Wealthy,MI,10602572.146441739,5.892996887707326
0.4618504347826087,23.0,8.0,780.0,3.23,20.57,184.0,23.8,4,No,Yes,No,No,Aluminium,Roadways,8,2016,4,Working Class,ID,10602584.438274782,5.329234469182758
0.4618504347826087,18.0,9.0,779.0,3.29,23.74,162.0,27.029999999999998,0,Yes,No,No,No,Aluminium,Waterways,9,2015,0,Working Class,AE,10602593.998274783,6.379902173638515
0.01,21.766204081632655,11.0,1041.0,3.01,19.24,239.4282448979592,22.25,0,Yes,No,No,No,Wood,Waterways,8,2017,3,Working Class,AP,10602678.49355826,4.788990618905782
0.83,16.0,6.0,1065.0,4.69,24.87,96.0,29.560000000000002,3,Yes,Yes,No,Yes,Clay,Airways,3,2018,5,Working Class,MN,10602974.026441738,6.5380819349720305
0.74,6.0,4.0,767.0,4.22,15.02,24.0,19.24,0,No,No,Yes,No,Marble,Roadways,9,2018,2,Working Class,CT,10603156.20644174,5.650592646142082
0.33,32.0,16.0,774.0,3.42,16.64,512.0,20.060000000000002,1,No,No,No,No,Wood,Waterways,12,2018,4,Working Class,AZ,10603268.013558261,5.156350495102412
0.16,11.0,8.0,766.0,4.26,16.5,88.0,20.759999999999998,3,Yes,Yes,No,Yes,Clay,Airways,1,2019,0,Wealthy,UT,10603294.313558262,5.305392280219999
0.06,18.0,10.0,1071.0,6.55,12.76,180.0,19.31,3,No,No,No,No,Aluminium,Airways,4,2016,4,Working Class,IA,10603469.093558261,4.810068296960951
0.4618504347826087,10.0,9.617647058823529,765.0,4.07,19.04,96.17647058823529,23.11,-1,Yes,No,Yes,No,Brass,Airways,1,2017,5,Wealthy,UT,10603527.258274782,6.13469871519389
0.4618504347826087,26.0,6.0,755.0,5.95,12.16,156.0,18.11,-2,Yes,No,No,No,Brass,Waterways,1,2019,5,Working Class,AE,10603799.938274782,4.874739203012945
0.17,23.0,6.0,759.0,4.94,13.72,138.0,18.66,-2,No,Yes,No,No,Aluminium,Roadways,2,2016,1,Wealthy,IA,10603825.65355826,4.956531035103055
0.14,35.0,15.0,773.0,3.4,14.3,525.0,17.7,1,No,Yes,Yes,No,Wood,Airways,4,2017,2,Working Class,AR,10603860.69355826,5.064618301294311
0.29,9.0,5.0,755.0,5.79,16.16,45.0,21.95,1,No,No,Yes,No,Bronze,Roadways,4,2015,3,Wealthy,NM,10603948.993558262,5.324715840402567
0.4618504347826087,16.0,9.617647058823529,1071.0,4.29,16.37,153.88235294117646,20.66,3,Yes,Yes,No,Yes,Clay,Airways,8,2015,4,Working Class,AZ,10604210.058274783,6.356888605678963
0.4618504347826087,8.0,4.0,763.0,3.85,16.24,32.0,20.09,4,Yes,Yes,No,No,Brass,Airways,2,2019,6,Wealthy,WY,10604465.358274784,5.4563462307729464
0.07,35.0,8.0,755.0,5.44,19.35,280.0,24.790000000000003,2,Yes,No,Yes,No,Aluminium,Waterways,6,2016,1,Working Class,CA,10604554.553558262,5.195065736737562
0.77,23.0,9.0,754.0,5.42,18.52,207.0,23.939999999999998,-1,No,No,No,No,Aluminium,Roadways,6,2015,4,Working Class,TN,10604650.04644174,6.097444870645214
0.38,14.0,6.0,770.0,3.2,10.41,84.0,13.61,-2,No,No,No,Yes,Clay,Roadways,6,2017,4,Wealthy,AP,10604685.71355826,5.060948107969845
0.4618504347826087,33.0,13.0,1072.0,4.13,23.8,429.0,27.93,-1,No,Yes,No,No,Wood,Roadways,8,2015,3,Working Class,AA,10604724.518274784,5.546699722725872
0.59,8.0,4.0,1065.0,3.56,15.77,32.0,19.33,3,No,Yes,No,No,Marble,Roadways,12,2018,2,Working Class,TX,10604785.52644174,5.5897548785012345
0.74,32.0,11.0,1061.0,9.18,18.41,352.0,27.59,0,Yes,No,No,No,Aluminium,Waterways,7,2018,6,Wealthy,NY,10604873.78644174,7.191722961621201
0.51,21.766204081632655,8.0,1078.0,4.7,19.5,174.12963265306124,24.2,0,Yes,No,No,Yes,Clay,Roadways,9,2017,5,Working Class,WI,10605016.46644174,5.692215838284736
0.05,32.0,9.617647058823529,753.0,6.31,12.16,307.7647058823529,18.47,-3,No,No,No,No,Wood,Waterways,11,2016,3,Working Class,AR,10605029.65355826,4.533996366533566
0.67,10.0,5.0,1079.0,4.77,24.78,50.0,29.55,-4,No,Yes,No,No,Brass,Airways,1,2019,3,Working Class,DE,10605337.386441741,5.826471972435803
0.14,32.0,17.0,750.0,5.75,10.59,544.0,16.34,-2,No,No,No,No,Wood,Roadways,3,2019,5,Working Class,KS,10605475.433558261,4.669364898030088
0.39,27.0,17.0,1077.0,4.23,17.67,459.0,21.900000000000002,-2,No,No,No,No,Wood,Roadways,7,2017,3,Working Class,CO,10605586.253558261,5.2882165243686075
0.21,19.0,11.0,749.0,6.38,13.05,209.0,19.43,4,No,No,No,No,Aluminium,Waterways,11,2015,1,Working Class,SD,10605668.653558262,4.9847019120697516
0.14,22.0,7.0,1085.0,6.0,21.37,154.0,27.37,3,Yes,Yes,No,Yes,Clay,Airways,4,2018,2,Wealthy,OH,10605970.55355826,5.5092668717615405
0.37,21.0,9.0,1086.0,6.5,21.32,189.0,27.82,2,Yes,No,No,Yes,Brass,Waterways,2,2016,3,Working Class,ID,10606002.21355826,5.590427122326969
0.66,21.766204081632655,13.0,749.0,5.0,24.55,282.9606530612245,29.55,-4,Yes,No,Yes,No,Wood,Waterways,5,2019,4,Working Class,WI,10606046.486441739,6.356801864125367
0.15,18.0,12.0,753.0,4.41,19.31,216.0,23.72,0,No,No,No,No,Aluminium,Airways,6,2018,3,Working Class,AA,10606066.973558262,4.9924713234685845
0.4618504347826087,39.0,7.0,1073.0,3.6,23.31,273.0,26.91,4,No,No,Yes,No,Aluminium,Roadways,6,2018,4,Working Class,AA,10606148.538274784,5.601675918384825
0.4618504347826087,9.0,5.0,751.0,4.25,23.43,45.0,27.68,-3,No,No,No,No,Bronze,Roadways,2,2015,1,Wealthy,KS,10606455.158274781,5.0668895956461295
0.25,40.0,16.0,763.0,3.17,13.15,640.0,16.32,-4,Yes,No,No,No,Wood,Waterways,3,2017,6,Working Class,RI,10606476.833558261,4.8147826030179495
0.39,9.0,4.0,756.0,3.59,18.63,36.0,22.22,0,Yes,Yes,Yes,No,Brass,Airways,3,2019,2,Working Class,MO,10606751.07355826,5.487614537078416
0.22,21.766204081632655,10.0,743.0,5.71,16.32,217.66204081632654,22.03,2,No,Yes,Yes,No,Aluminium,Airways,1,2015,0,Working Class,AA,10607104.153558262,5.26543253921226
0.33,10.0,5.0,741.0,5.89,14.71,50.0,20.6,4,Yes,No,Yes,No,Bronze,Waterways,7,2018,3,Working Class,MN,10607436.513558261,5.3489629512169286
0.58,18.0,9.0,1090.0,7.03,11.0,162.0,18.03,3,No,No,No,No,Aluminium,Roadways,10,2018,2,Working Class,MN,10607459.246441739,5.780126041243535
0.57,6.0,4.0,742.0,6.65,16.0,24.0,22.65,1,No,No,Yes,No,Marble,Roadways,12,2017,5,Working Class,CA,10607479.026441738,5.76456394691606
0.93,32.0,9.617647058823529,744.0,5.26,11.3,307.7647058823529,16.560000000000002,1,Yes,No,No,No,Wood,Waterways,11,2016,5,Working Class,GA,10607719.986441739,6.392486465518772
0.42,4.0,4.0,1076.0,3.25,11.36,16.0,14.61,4,No,Yes,No,No,Stone,Airways,1,2016,3,Working Class,AR,10607749.173558261,5.450952612971631
0.47,17.0,9.0,740.0,5.38,18.98,153.0,24.36,0,Yes,No,No,No,Aluminium,Waterways,3,2016,3,Working Class,SC,10607811.54644174,5.480138798300309
0.64,26.0,12.0,758.0,3.06,15.95,312.0,19.009999999999998,3,Yes,No,No,No,Wood,Roadways,4,2019,0,Working Class,AZ,10607961.12644174,5.8588755674157165
0.26,23.0,6.0,1094.0,5.23,18.98,138.0,24.21,-1,No,No,No,Yes,Brass,Roadways,2,2018,2,Working Class,NC,10608012.55355826,5.201586177588265
0.29,11.0,8.0,743.0,4.43,21.86,88.0,26.29,4,No,Yes,No,Yes,Clay,Roadways,6,2019,1,Wealthy,DC,10608307.413558261,5.50780814140846
0.53,6.0,5.0,739.0,4.96,12.01,30.0,16.97,-2,No,No,No,No,Brass,Airways,2,2018,0,Wealthy,AA,10608525.54644174,5.215153125287268
0.4618504347826087,21.766204081632655,9.0,1098.0,6.67,17.29,195.8958367346939,23.96,0,No,No,Yes,Yes,Clay,Roadways,12,2016,3,Working Class,AL,10608754.158274783,5.875043084090731
0.02,42.0,11.0,742.0,4.43,22.89,462.0,27.32,4,No,Yes,No,No,Wood,Airways,7,2019,0,Working Class,OH,10609188.03355826,5.093075126369514
0.38,23.0,8.0,734.0,6.18,19.38,184.0,25.56,1,No,No,Yes,Yes,Clay,Roadways,3,2017,4,Wealthy,ME,10609336.233558262,5.721753359977438
0.62,20.0,6.0,736.0,5.04,14.6,120.0,19.64,3,No,Yes,Yes,Yes,Clay,Airways,3,2017,0,Wealthy,DC,10609360.246441739,6.082492845455546
0.81,9.0,5.0,1100.0,6.0,15.35,45.0,21.35,-3,No,No,Yes,No,Bronze,Airways,7,2019,5,Working Class,PA,10609435.186441738,6.020027708232297
0.46,21.0,8.0,733.0,5.91,15.37,168.0,21.28,-4,No,No,Yes,No,Aluminium,Roadways,6,2018,1,Working Class,TX,10609551.53355826,5.3456302495986545
0.22,34.0,14.0,734.0,5.66,14.83,476.0,20.490000000000002,1,No,No,No,No,Wood,Roadways,2,2017,3,Working Class,AE,10609563.41355826,4.971825163309164
0.16,41.0,14.0,1101.0,5.52,22.36,574.0,27.88,0,Yes,No,No,No,Aluminium,Waterways,10,2017,3,Working Class,TX,10609603.913558261,5.158652919420062
0.4618504347826087,39.0,16.0,733.0,5.37,19.46,624.0,24.830000000000002,-4,No,No,Yes,No,Wood,Airways,11,2016,4,Working Class,VA,10609746.018274782,6.1677889904445955
0.61,33.0,9.0,736.0,4.68,16.13,297.0,20.81,2,No,No,No,No,Wood,Roadways,11,2015,3,Working Class,AE,10609809.506441738,5.793287960989928
0.39,34.0,13.0,1105.0,5.96,18.12,442.0,24.080000000000002,0,No,No,No,No,Wood,Roadways,7,2015,5,Wealthy,WA,10610096.753558261,5.485750835228167
0.75,21.0,8.0,738.0,4.29,21.3,168.0,25.59,2,Yes,Yes,No,No,Aluminium,Airways,2,2015,6,Wealthy,SD,10610157.366441738,6.379359534022682
0.12,13.0,6.0,1103.0,5.2,14.79,78.0,19.99,-3,No,No,Yes,No,Brass,Roadways,2,2015,5,Working Class,WY,10610393.853558261,5.0074301631473075
0.34,18.0,9.617647058823529,1106.0,6.36,23.74,173.11764705882354,30.099999999999998,0,Yes,Yes,No,Yes,Clay,Roadways,9,2018,3,Working Class,NY,10610488.853558261,5.708902677350773
0.41,32.0,11.0,730.0,5.52,11.18,352.0,16.7,-3,No,Yes,No,No,Wood,Roadways,1,2017,4,Working Class,AR,10610544.513558261,5.210469275974842
0.71,22.0,7.0,1094.0,3.75,24.72,154.0,28.47,0,No,Yes,No,Yes,Clay,Airways,9,2018,6,Wealthy,AP,10610600.066441739,6.348211988418717
0.66,8.0,5.0,731.0,5.22,21.93,40.0,27.15,-4,Yes,No,Yes,No,Brass,Waterways,3,2017,2,Working Class,MO,10610662.48644174,5.736120582568145
0.23,20.0,8.0,1089.0,3.27,18.41,160.0,21.68,-3,No,No,Yes,Yes,Clay,Airways,3,2018,5,Working Class,WI,10610689.633558262,5.207735988316799
0.05,9.0,4.0,1105.0,5.62,13.14,36.0,18.76,-1,No,No,No,No,Brass,Roadways,2,2018,1,Working Class,CA,10610791.69355826,4.869532453118255
0.26,29.0,7.0,1104.0,4.76,20.25,203.0,25.009999999999998,3,No,No,No,No,Aluminium,Airways,1,2016,3,Working Class,CA,10610852.353558261,5.266671888712491
0.18,42.0,12.0,1098.0,4.0,13.06,504.0,17.060000000000002,-3,No,No,Yes,No,Wood,Waterways,11,2016,5,Wealthy,MD,10610945.233558262,5.061391777760042
0.84,25.0,10.0,1071.0,11.48,22.39,250.0,33.870000000000005,2,No,No,Yes,No,Aluminium,Roadways,6,2019,1,Working Class,AP,10611060.74644174,6.587963152612122
0.4618504347826087,18.0,9.0,728.0,6.7,18.48,162.0,25.18,0,No,Yes,No,No,Aluminium,Roadways,7,2019,0,Working Class,NV,10611357.238274783,5.075736157090003
0.43,14.0,6.0,1110.0,5.54,23.91,84.0,29.45,-3,No,No,Yes,No,Brass,Roadways,4,2017,1,Working Class,WA,10611395.69355826,5.542752631996535
0.62,46.0,17.0,1110.0,6.52,15.27,782.0,21.79,-3,Yes,Yes,No,No,Wood,Airways,4,2017,5,Wealthy,LA,10611648.76644174,6.2580315063306164
0.03,14.0,8.0,1108.0,5.47,12.99,112.0,18.46,2,Yes,No,No,Yes,Clay,Roadways,11,2017,4,Working Class,NJ,10611651.613558263,5.0056227522727115
0.28,18.0,10.0,735.0,3.62,20.09,180.0,23.71,1,No,No,Yes,No,Aluminium,Waterways,4,2015,3,Working Class,ID,10612212.993558262,5.2712544469983476
0.56,14.0,6.0,726.0,4.81,15.88,84.0,20.69,-4,No,No,Yes,Yes,Clay,Roadways,3,2019,2,Working Class,MA,10612461.76644174,5.5180149874579465
0.74,16.0,8.0,724.0,6.54,16.13,128.0,22.669999999999998,2,No,Yes,Yes,No,Aluminium,Airways,3,2018,1,Wealthy,MN,10612801.30644174,6.353952562361006
0.61,28.0,6.0,731.0,3.82,19.81,168.0,23.63,-1,No,No,Yes,No,Aluminium,Roadways,8,2019,6,Working Class,CT,10612859.166441739,5.835424583707916
0.11,8.0,5.0,722.0,6.19,15.25,40.0,21.44,-2,No,Yes,Yes,No,Bronze,Roadways,3,2015,2,Wealthy,WA,10613343.91355826,5.130490255904535
0.51,4.0,4.0,720.0,5.22,21.57,16.0,26.79,-4,No,No,Yes,No,Stone,Waterways,5,2015,6,Working Class,PA,10613773.38644174,5.604735321054966
0.24,26.0,10.0,719.0,5.83,17.36,260.0,23.189999999999998,-1,Yes,No,Yes,No,Aluminium,Airways,6,2017,3,Working Class,MA,10613954.453558262,5.289730605610714
0.64,11.0,7.0,719.0,5.19,21.89,77.0,27.080000000000002,-2,No,No,Yes,Yes,Clay,Roadways,11,2018,4,Working Class,AL,10614264.04644174,5.832410197252374
0.28,22.0,8.0,719.0,5.06,23.29,176.0,28.349999999999998,1,Yes,No,Yes,No,Aluminium,Airways,9,2018,2,Working Class,AE,10614355.05355826,5.5180149874579465
0.59,26.0,9.0,1120.0,6.85,24.19,234.0,31.04,-4,Yes,No,No,No,Aluminium,Airways,1,2017,3,Wealthy,AR,10614402.646441739,6.1150750146969814
0.52,31.0,10.0,725.0,3.82,10.64,310.0,14.46,2,No,No,Yes,No,Wood,Roadways,3,2016,5,Wealthy,AZ,10614535.566441739,5.5342981666637385
0.4618504347826087,39.0,9.617647058823529,717.0,6.48,16.69,375.0882352941176,23.17,0,No,No,No,No,Aluminium,Waterways,11,2018,1,Working Class,MN,10614539.138274783,4.903940555425293
0.44,14.0,7.0,729.0,3.19,12.76,98.0,15.95,3,No,No,No,Yes,Brass,Roadways,6,2016,2,Working Class,IL,10614995.773558259,5.201751398571705
0.07,17.0,6.0,716.0,6.0,18.08,102.0,24.08,0,No,No,Yes,Yes,Clay,Waterways,12,2017,2,Working Class,MT,10615282.55355826,5.0534393230878205
0.31,32.0,16.0,713.0,5.52,18.11,512.0,23.63,-1,Yes,No,No,No,Wood,Airways,12,2018,2,Working Class,LA,10615859.11355826,5.28942797270212
0.67,29.0,14.0,712.0,5.84,18.39,406.0,24.23,0,No,No,Yes,No,Wood,Airways,9,2015,0,Working Class,OK,10616216.646441739,6.177632862297297
0.16,32.0,7.0,1128.0,6.35,22.01,224.0,28.36,3,No,No,No,No,Aluminium,Roadways,12,2018,1,Working Class,LA,10616290.21355826,5.242857509343669
0.02,33.0,15.0,1126.0,4.96,19.06,495.0,24.02,-2,No,Yes,Yes,No,Aluminium,Roadways,12,2016,5,Wealthy,OH,10616644.013558261,5.0902471397313045
0.14,24.0,9.0,714.0,4.32,16.04,216.0,20.36,-2,Yes,Yes,Yes,No,Aluminium,Airways,2,2019,3,Working Class,CT,10617282.413558263,5.12764766249453
0.15,25.0,17.0,715.0,4.07,20.28,425.0,24.35,3,No,No,Yes,No,Wood,Roadways,12,2017,1,Working Class,IA,10617428.57355826,5.192567886364428
0.84,38.0,9.617647058823529,710.0,5.34,14.9,365.4705882352941,20.240000000000002,1,No,No,No,No,Wood,Airways,10,2017,0,Working Class,NE,10617463.146441739,6.523283265752933
0.45,5.0,9.617647058823529,1124.0,3.68,15.03,48.088235294117645,18.71,1,No,No,No,No,Marble,Roadways,11,2017,4,Working Class,IL,10617727.43355826,5.342094988893924
0.67,8.0,5.0,716.0,3.65,11.57,40.0,15.22,3,Yes,Yes,Yes,No,Bronze,Airways,7,2017,2,Wealthy,RI,10617920.326441739,5.7152168522818645
0.87,21.766204081632655,8.0,707.0,5.57,18.55,174.12963265306124,24.12,2,No,Yes,No,Yes,Clay,Roadways,11,2015,6,Working Class,AA,10618404.74644174,6.305398990703829
0.44,35.0,16.0,707.0,4.71,19.44,560.0,24.150000000000002,1,No,No,No,No,Wood,Roadways,7,2017,5,Working Class,SD,10618539.69355826,5.602081919829862
0.89,20.0,6.0,1136.0,5.19,13.91,120.0,19.1,-3,No,Yes,Yes,Yes,Clay,Roadways,1,2016,5,Working Class,FL,10619024.986441739,6.433599039573158
0.75,38.0,15.0,706.0,4.89,24.11,570.0,29.0,0,No,Yes,Yes,No,Wood,Roadways,11,2016,3,Wealthy,PA,10619027.20644174,6.8401293299736885
0.42,21.766204081632655,6.0,1132.0,3.69,20.15,130.59722448979593,23.84,0,No,No,No,No,Brass,Roadways,9,2017,3,Working Class,NY,10619777.673558261,5.328264442915989
0.45,26.0,9.0,1129.0,3.33,20.39,234.0,23.72,2,Yes,Yes,No,No,Aluminium,Airways,8,2018,5,Wealthy,VA,10619942.953558262,5.867713739671807
0.4618504347826087,5.0,3.0,701.0,6.7,24.16,15.0,30.86,-2,Yes,No,No,No,Stone,Airways,3,2017,2,Working Class,CT,10620005.238274783,5.539261542487753
0.34,28.0,6.0,706.0,4.08,15.24,168.0,19.32,-1,No,Yes,No,No,Aluminium,Airways,1,2016,3,Wealthy,ND,10620041.75355826,5.252325782697044
0.72,19.0,9.0,1138.0,7.67,13.58,171.0,21.25,-1,Yes,No,No,No,Brass,Roadways,9,2018,4,Working Class,IN,10620358.006441738,6.132551697962893
0.8,21.0,8.0,1140.0,4.69,13.78,168.0,18.47,1,No,No,Yes,Yes,Clay,Roadways,2,2017,0,Working Class,AA,10620461.28644174,6.15271141788201
0.4,23.0,9.617647058823529,1130.0,3.15,10.34,221.20588235294116,13.49,-1,No,Yes,No,No,Aluminium,Airways,1,2017,4,Wealthy,RI,10620757.39355826,5.256609563148246
0.4618504347826087,22.0,11.0,1131.0,3.15,19.6,242.0,22.75,0,No,Yes,No,No,Aluminium,Roadways,12,2018,1,Working Class,GA,10620994.938274782,5.118891612866108
0.42,5.0,3.0,1147.0,6.34,11.08,15.0,17.42,-3,Yes,No,No,No,Stone,Waterways,5,2018,3,Working Class,WI,10621028.793558262,5.388660686445639
0.63,9.0,4.0,708.0,3.43,23.79,36.0,27.22,3,No,Yes,Yes,No,Brass,Airways,4,2016,4,Working Class,AA,10621042.22644174,5.89349332988201
0.87,5.0,3.0,702.0,4.55,21.46,15.0,26.01,0,No,No,No,No,Marble,Airways,12,2016,3,Working Class,AZ,10621173.22644174,5.834898452513738
0.77,14.0,7.0,700.0,4.7,15.52,98.0,20.22,-2,No,No,No,Yes,Clay,Waterways,2,2019,2,Working Class,MT,10621374.706441738,5.756374924775372
0.47,20.0,8.0,696.0,6.22,19.18,160.0,25.4,1,Yes,Yes,Yes,No,Aluminium,Airways,2,2019,4,Working Class,MT,10621433.60644174,5.892996887707326
